customerID,CVV No,City
7564-GHCVB,10775.1,Noida
1173-NOEYG,10789.8,Delhi
7595-EHCDL,10804.5,Chennai
6647-ZEDXT,10819.2,Kolkata
2521-NPUZR,10833.9,Chandigarh
1307-TVUFB,10848.6,Delhi
7503-MIOGA,10863.3,Noida
4381-MHQDC,10878,Delhi
6923-JHPMP,10892.7,Chennai
5138-WVKYJ,10907.4,Kolkata
4018-PPNDW,10922.1,Chandigarh
1635-FJFCC,10936.8,Delhi
2499-AJYUA,10951.5,Noida
6919-ELBGL,10966.2,Delhi
3966-HRMZA,10980.9,Chennai
6425-JWTDV,10995.6,Kolkata
8405-IGQFX,11010.3,Chandigarh
8224-IVVPA,11025,Delhi
9477-LGWQI,11039.7,Noida
1410-RSCMR,11054.4,Delhi
0139-IVFJG,11069.1,Chennai
6683-VLCTZ,11083.8,Kolkata
5730-DBDSI,11098.5,Chandigarh
0030-FNXPP,11113.2,Delhi
2189-WWOEW,11127.9,Noida
5684-FJVYR,11142.6,Delhi
4013-GUXND,11157.3,Chennai
1894-IGFSG,11172,Kolkata
7379-POKDZ,11186.7,Chandigarh
1266-NZYUI,11201.4,Delhi
7969-FFOWG,11216.1,Noida
4718-DHSMV,11230.8,Delhi
5175-WLYXL,11245.5,Chennai
7817-OMJNA,11260.2,Kolkata
8728-SKJLR,11274.9,Chandigarh
3137-NYQQI,11289.6,Delhi
7706-DZNKK,11304.3,Noida
0236-HFWSV,11319,Delhi
3900-AQPHZ,11333.7,Chennai
5842-POCOP,11348.4,Kolkata
2037-XJFUP,11363.1,Chandigarh
8823-RLPWL,11377.8,Delhi
9505-SQFSW,11392.5,Noida
7314-OXENN,11407.2,Delhi
3758-CKOQL,11421.9,Chennai
0322-CHQRU,11436.6,Kolkata
5676-CFLYY,11451.3,Chandigarh
7521-AFHAB,11466,Delhi
0285-INHLN,11480.7,Noida
4678-DVQEO,11495.4,Delhi
5125-CNDSP,11510.1,Chennai
0691-IFBQW,11524.8,Kolkata
4992-LTJNE,11539.5,Chandigarh
2202-OUTMO,11554.2,Delhi
0810-BDHAW,11568.9,Noida
0229-LFJAF,11583.6,Delhi
7131-ZQZNK,11598.3,Chennai
3442-ZHHCC,11613,Kolkata
5726-CVNYA,11627.7,Chandigarh
9871-ELEYA,11642.4,Delhi
4257-GAESD,11657.1,Noida
5173-WXOQV,11671.8,Delhi
2040-OBMLJ,11686.5,Chennai
6286-ZHAOK,11701.2,Kolkata
3807-XHCJH,11715.9,Chandigarh
3009-JWMPU,11730.6,Delhi
5671-RQRLP,11745.3,Noida
1450-GALXR,11760,Delhi
8859-AXJZP,11774.7,Chennai
3174-AKMAS,11789.4,Kolkata
3138-BKYAV,11804.1,Chandigarh
9926-PJHDQ,11818.8,Delhi
7382-DFJTU,11833.5,Noida
2798-NYLMZ,11848.2,Delhi
4289-DTDKW,11862.9,Chennai
1820-TQVEV,11877.6,Kolkata
2239-JALAW,11892.3,Chandigarh
4853-RULSV,11907,Delhi
8098-TDCBU,11921.7,Noida
3551-GAEGL,11936.4,Delhi
4785-NKHCX,11951.1,Chennai
3196-NVXLZ,11965.8,Kolkata
6275-YDUVO,11980.5,Chandigarh
0036-IHMOT,11995.2,Delhi
0115-TFERT,12009.9,Noida
4178-EGMON,12024.6,Delhi
4220-TINQT,12039.3,Chennai
5318-YKDPV,12054,Kolkata
7975-TZMLR,12068.7,Chandigarh
0295-QVKPB,12083.4,Delhi
4335-BSMJS,12098.1,Noida
2311-QYMUQ,12112.8,Delhi
3643-AHCFP,12127.5,Chennai
9146-JRIOX,12142.2,Kolkata
3104-OWCGK,12156.9,Chandigarh
5337-IIWKZ,12171.6,Delhi
9101-BWFSS,12186.3,Noida
9650-VBUOG,12201,Delhi
3487-EARAT,12215.7,Chennai
2672-TGEFF,12230.4,Kolkata
9231-ZJYAM,12245.1,Chandigarh
4250-WAROZ,12259.8,Delhi
8184-WMOFI,12274.5,Noida
6982-SSHFK,12289.2,Delhi
6092-QZVPP,12303.9,Chennai
4625-LAMOB,12318.6,Kolkata
0727-BMPLR,12333.3,Chandigarh
0392-BZIUW,12348,Delhi
1038-ZAGBI,12362.7,Noida
6549-NNDYT,12377.4,Delhi
3027-ZTDHO,12392.1,Chennai
0422-OHQHQ,12406.8,Kolkata
6916-HIJSE,12421.5,Chandigarh
2316-ESMLS,12436.2,Delhi
9778-OGKQZ,12450.9,Noida
7408-OFWXJ,12465.6,Delhi
6007-TCTST,12480.3,Chennai
2252-NKNSI,12495,Kolkata
8713-IGZSO,12509.7,Chandigarh
7905-TVXTA,12524.4,Delhi
7695-PKLCZ,12539.1,Noida
2382-BCKQJ,12553.8,Delhi
8374-UULRV,12568.5,Chennai
2207-NHRJK,12583.2,Kolkata
3224-DFQNQ,12597.9,Chandigarh
5275-PMFUT,12612.6,Delhi
4795-UXVCJ,12627.3,Noida
9777-IQHWP,12642,Delhi
0947-MUGVO,12656.7,Chennai
9944-HKVVB,12671.4,Kolkata
4124-MMETB,12686.1,Chandigarh
3671-SHRSP,12700.8,Delhi
0979-MOZQI,12715.5,Noida
2732-ISEZX,12730.2,Delhi
3313-QKNKB,12744.9,Chennai
0323-XWWTN,12759.6,Kolkata
1937-OTUKY,12774.3,Chandigarh
1573-LGXBA,12789,Delhi
1764-VUUMT,12803.7,Noida
5073-WXOYN,12818.4,Delhi
4713-ZBURT,12833.1,Chennai
3050-GBUSH,12847.8,Kolkata
0207-MDKNV,12862.5,Chandigarh
7876-AEHIG,12877.2,Delhi
7945-HLKEA,12891.9,Noida
9342-VNIMQ,12906.6,Delhi
9851-KIELU,12921.3,Chennai
3523-BRGUW,12936,Kolkata
3908-BLSYF,12950.7,Chandigarh
3199-NPKCN,12965.4,Delhi
5170-PTRKA,12980.1,Noida
4661-NJEUX,12994.8,Delhi
2123-AGEEN,13009.5,Chennai
1258-YMZNM,13024.2,Kolkata
0048-LUMLS,13038.9,Chandigarh
7549-MYGPK,13053.6,Delhi
5898-IGSLP,13068.3,Noida
3804-RVTGV,13083,Delhi
6259-WJQLC,13097.7,Chennai
9227-LUNBG,13112.4,Kolkata
7997-EASSD,13127.1,Chandigarh
0730-KOAVE,13141.8,Delhi
8975-SKGRX,13156.5,Noida
0678-RLHVP,13171.2,Delhi
4315-MURBD,13185.9,Chennai
2267-FPIMA,13200.6,Kolkata
1051-GEJLJ,13215.3,Chandigarh
9734-YWGEX,13230,Delhi
2719-BDAQO,13244.7,Noida
5285-MVEHD,13259.4,Delhi
0379-DJQHR,13274.1,Chennai
0781-LKXBR,13288.8,Kolkata
5543-QDCRY,13303.5,Chandigarh
0297-RBCSG,13318.2,Delhi
4694-PHWFW,13332.9,Noida
0835-JKADZ,13347.6,Delhi
1907-UBQFC,13362.3,Chennai
7508-SMHXL,13377,Kolkata
3865-YIOTT,13391.7,Chandigarh
5993-BQHEA,13406.4,Delhi
6024-RUGGH,13421.1,Noida
6513-EECDB,13435.8,Delhi
3956-CJUST,13450.5,Chennai
4079-WWQQQ,13465.2,Kolkata
6103-BOCOU,13479.9,Chandigarh
5149-TGWDZ,13494.6,Delhi
7471-WNSUF,13509.3,Noida
8942-DBMHZ,13524,Delhi
4301-VVZKA,13538.7,Chennai
9199-PWQVC,13553.4,Kolkata
4824-GUCBY,13568.1,Chandigarh
5393-HJZSM,13582.8,Delhi
7074-IEVOJ,13597.5,Noida
9625-QSTYE,13612.2,Delhi
0862-PRCBS,13626.9,Chennai
8812-ZRHFP,13641.6,Kolkata
5146-CBVOE,13656.3,Chandigarh
0454-OKRCT,13671,Delhi
5787-KXGIY,13685.7,Noida
4750-ZRXIU,13700.4,Delhi
4198-VFOEA,13715.1,Chennai
6630-UJZMY,13729.8,Kolkata
6400-BWQKW,13744.5,Chandigarh
2692-AQCPF,13759.2,Delhi
0347-UBKUZ,13773.9,Noida
0835-DUUIQ,13788.6,Delhi
0811-GSDTP,13803.3,Chennai
7567-ECMCM,13818,Kolkata
6115-ZTBFQ,13832.7,Chandigarh
6353-BRMMA,13847.4,Delhi
6680-WKXRZ,13862.1,Noida
6231-WFGFH,13876.8,Delhi
9904-EHEVJ,13891.5,Chennai
7028-DVOIQ,13906.2,Kolkata
6169-PPETC,13920.9,Chandigarh
4208-UFFGW,13935.6,Delhi
8584-KMVXD,13950.3,Noida
8467-WYNSR,13965,Delhi
0851-DFJKB,13979.7,Chennai
5382-SOYZL,13994.4,Kolkata
9448-REEVD,14009.1,Chandigarh
3261-CQXOL,14023.8,Delhi
8388-FYNPZ,14038.5,Noida
4002-BQWPQ,14053.2,Delhi
5651-YLPRD,14067.9,Chennai
2826-DXLQO,14082.6,Kolkata
4378-BZYFP,14097.3,Chandigarh
9489-UTFKA,14112,Delhi
4849-PYRLQ,14126.7,Noida
9117-SHLZX,14141.4,Delhi
9889-TMAHG,14156.1,Chennai
4541-RMRLG,14170.8,Kolkata
7764-BDPEE,14185.5,Chandigarh
3429-IFLEM,14200.2,Delhi
3158-MOERK,14214.9,Noida
7294-TMAOP,14229.6,Delhi
5002-GCQFH,14244.3,Chennai
0556-FJEGU,14259,Kolkata
8919-FYFQZ,14273.7,Chandigarh
0604-THJFP,14288.4,Delhi
2834-JRTUA,14303.1,Noida
5875-YPQFJ,14317.8,Delhi
5879-SESNB,14332.5,Chennai
6646-QVXLR,14347.2,Kolkata
6461-PPAXN,14361.9,Chandigarh
3318-ISQFQ,14376.6,Delhi
1106-HRLKZ,14391.3,Noida
2483-XSSMZ,14406,Delhi
8603-IJWDN,14420.7,Chennai
8165-ZJRNM,14435.4,Kolkata
9369-XFEHK,14450.1,Chandigarh
2604-XVDAM,14464.8,Delhi
3717-OFRTN,14479.5,Noida
9046-JBFWA,14494.2,Delhi
3280-NMUVX,14508.9,Chennai
1206-EHBDD,14523.6,Kolkata
8361-LBRDI,14538.3,Chandigarh
4883-KCPZJ,14553,Delhi
9108-EQPNQ,14567.7,Noida
7277-KAMWT,14582.4,Delhi
3842-IYKUE,14597.1,Chennai
6641-XRPSU,14611.8,Kolkata
1374-DMZUI,14626.5,Chandigarh
2545-LXYVJ,14641.2,Delhi
3234-VKACU,14655.9,Noida
8357-EQXFO,14670.6,Delhi
1989-PRJHP,14685.3,Chennai
8120-JDCAM,14700,Kolkata
8917-FAEMR,14714.7,Chandigarh
7047-YXDMZ,14729.4,Delhi
2858-EIMXH,14744.1,Noida
9524-EGPJC,14758.8,Delhi
6993-OHLXR,14773.5,Chennai
8818-XYFCQ,14788.2,Kolkata
6419-ZTTLE,14802.9,Chandigarh
0929-HYQEW,14817.6,Delhi
6614-YOLAC,14832.3,Noida
7426-RHZGU,14847,Delhi
4065-JJAVA,14861.7,Chennai
4695-VADHF,14876.4,Kolkata
3863-IUBJR,14891.1,Chandigarh
7649-SIJJF,14905.8,Delhi
9361-YNQWJ,14920.5,Noida
3748-FVMZZ,14935.2,Delhi
9391-TTOYH,14949.9,Chennai
1452-XRSJV,14964.6,Kolkata
3422-WJOYD,14979.3,Chandigarh
8242-SOQUO,14994,Delhi
7460-ITWWP,15008.7,Noida
7147-AYBAA,15023.4,Delhi
7868-TMWMZ,15038.1,Chennai
4822-RVYBB,15052.8,Kolkata
6732-FZUGP,15067.5,Chandigarh
8436-BJUMM,15082.2,Delhi
4184-TJFAN,15096.9,Noida
8329-GWVPJ,15111.6,Delhi
1352-VHKAJ,15126.3,Chennai
4145-UQXUQ,15141,Kolkata
2632-TACXW,15155.7,Chandigarh
8146-QQKZH,15170.4,Delhi
1767-CJKBA,15185.1,Noida
6445-TNRXS,15199.8,Delhi
4581-LNWUM,15214.5,Chennai
4869-EPIUS,15229.2,Kolkata
9948-YPTDG,15243.9,Chandigarh
1236-WFCDV,15258.6,Delhi
1915-OAKWD,15273.3,Noida
7296-PIXQY,15288,Delhi
4883-QICIH,15302.7,Chennai
3354-OADJP,15317.4,Kolkata
3524-WQDSG,15332.1,Chandigarh
0810-DHDBD,15346.8,Delhi
4026-SKKHW,15361.5,Noida
2829-HYVZP,15376.2,Delhi
8329-IBCTI,15390.9,Chennai
1271-SJBGZ,15405.6,Kolkata
3845-JHAMY,15420.3,Chandigarh
7013-PSXHK,15435,Delhi
5669-SRAIP,15449.7,Noida
5981-ITEMU,15464.4,Delhi
3486-NPGST,15479.1,Chennai
6941-PMGEP,15493.8,Kolkata
1624-WOIWJ,15508.5,Chandigarh
2074-GKOWZ,15523.2,Delhi
0376-YMCJC,15537.9,Noida
6100-FJZDG,15552.6,Delhi
4829-ZLJTK,15567.3,Chennai
1730-VFMWO,15582,Kolkata
7143-BQIBA,15596.7,Chandigarh
3800-LYTRK,15611.4,Delhi
0634-SZPQA,15626.1,Noida
9646-NMHXE,15640.8,Delhi
7030-NJVDP,15655.5,Chennai
5536-RTPWK,15670.2,Kolkata
8883-GRDWQ,15684.9,Chandigarh
6166-ILMNY,15699.6,Delhi
3097-NNSPB,15714.3,Noida
7771-ZONAT,15729,Delhi
0655-RBDUG,15743.7,Chennai
2111-DWYHN,15758.4,Kolkata
4194-WHFCB,15773.1,Chandigarh
4121-AGSIN,15787.8,Delhi
4361-BKAXE,15802.5,Noida
9845-PEEKO,15817.2,Delhi
0455-XFASS,15831.9,Chennai
0301-KOBTQ,15846.6,Kolkata
1751-NCDLI,15861.3,Chandigarh
9878-TNQGW,15876,Delhi
9170-ARBTB,15890.7,Noida
4441-NIHPT,15905.4,Delhi
8999-BOHSE,15920.1,Chennai
7241-AJHFS,15934.8,Kolkata
7029-RPUAV,15949.5,Chandigarh
4546-FOKWR,15964.2,Delhi
9036-CSKBW,15978.9,Noida
5832-TRLPB,15993.6,Delhi
8590-YFFQO,16008.3,Chennai
8659-IOOPU,16023,Kolkata
1338-CECEE,16037.7,Chandigarh
7439-DKZTW,16052.4,Delhi
4646-QZXTF,16067.1,Noida
4607-CHPCA,16081.8,Delhi
9742-XOKTS,16096.5,Chennai
6921-OZMFH,16111.2,Kolkata
9578-FOMUK,16125.9,Chandigarh
4712-UYOOI,16140.6,Delhi
8824-RWFXJ,16155.3,Noida
7722-CVFXN,16170,Delhi
8717-VCTXJ,16184.7,Chennai
7363-QTBIW,16199.4,Kolkata
4159-NAAIX,16214.1,Chandigarh
0971-QIFJK,16228.8,Delhi
9397-TZSHA,16243.5,Noida
3391-JSQEW,16258.2,Delhi
0343-QLUZP,16272.9,Chennai
9763-PDTKK,16287.6,Kolkata
2176-LVPNX,16302.3,Chandigarh
7627-JKIAZ,16317,Delhi
3312-UUMZW,16331.7,Noida
1271-UODNO,16346.4,Delhi
8461-EFQYM,16361.1,Chennai
6900-RBKER,16375.8,Kolkata
6891-JPYFF,16390.5,Chandigarh
1459-QNFQT,16405.2,Delhi
1047-NNCBF,16419.9,Noida
3696-XRIEN,16434.6,Delhi
4081-DYXAV,16449.3,Chennai
0074-HDKDG,16464,Kolkata
8791-GFXLZ,16478.7,Chandigarh
8111-SLLHI,16493.4,Delhi
0927-LCSMG,16508.1,Noida
9330-DHBFL,16522.8,Delhi
0098-BOWSO,16537.5,Chennai
3452-ABWRL,16552.2,Kolkata
5859-HZYLF,16566.9,Chandigarh
8257-RZAHR,16581.6,Delhi
5293-WXJAK,16596.3,Noida
3156-QLHBO,16611,Delhi
2208-NQBCT,16625.7,Chennai
1779-PWPMG,16640.4,Kolkata
6621-NRZAK,16655.1,Chandigarh
0831-JNISG,16669.8,Delhi
0774-IFUVM,16684.5,Noida
3082-WQRVY,16699.2,Delhi
9553-DLCLU,16713.9,Chennai
1641-BYBTK,16728.6,Kolkata
2460-NGXBJ,16743.3,Chandigarh
2446-ZKVAF,16758,Delhi
0841-NULXI,16772.7,Noida
3522-CDKHF,16787.4,Delhi
1430-SFQSA,16802.1,Chennai
0411-EZJZE,16816.8,Kolkata
7851-WZEKY,16831.5,Chandigarh
8844-TONUD,16846.2,Delhi
8807-ARQET,16860.9,Noida
8992-CEUEN,16875.6,Delhi
4320-QMLLA,16890.3,Chennai
8777-PVYGU,16905,Kolkata
8292-ITGYJ,16919.7,Chandigarh
6870-ZWMNX,16934.4,Delhi
0621-CXBKL,16949.1,Noida
5268-DSMNQ,16963.8,Delhi
5334-JLAXU,16978.5,Chennai
4086-YQSNZ,16993.2,Kolkata
6242-MBHPK,17007.9,Chandigarh
5868-CZJDR,17022.6,Delhi
9359-UGBTK,17037.3,Noida
0135-NMXAP,17052,Delhi
4782-OSFXZ,17066.7,Chennai
6479-OAUSD,17081.4,Kolkata
7129-ACFOG,17096.1,Chandigarh
4189-NAKJS,17110.8,Delhi
5562-BETPV,17125.5,Noida
1282-IHQAC,17140.2,Delhi
9127-FHJBZ,17154.9,Chennai
6270-OMFIW,17169.6,Kolkata
1641-RQDAY,17184.3,Chandigarh
0107-WESLM,17199,Delhi
6994-ORCWG,17213.7,Noida
1346-UFHAX,17228.4,Delhi
3992-YWPKO,17243.1,Chennai
2933-XEUJM,17257.8,Kolkata
0125-LZQXK,17272.5,Chandigarh
5461-QKNTN,17287.2,Delhi
4835-YSJMR,17301.9,Noida
8399-YNDCH,17316.6,Delhi
3164-YAXFY,17331.3,Chennai
0887-WBJVH,17346,Kolkata
4660-IRIBM,17360.7,Chandigarh
5673-FSSMF,17375.4,Delhi
7670-ZBPOQ,17390.1,Noida
8089-UZWLX,17404.8,Delhi
0080-OROZO,17419.5,Chennai
3916-NRPAP,17434.2,Kolkata
6807-SIWJI,17448.9,Chandigarh
8221-HVAYI,17463.6,Delhi
1579-KLYDT,17478.3,Noida
5232-NXPAY,17493,Delhi
8967-SZQAS,17507.7,Chennai
4468-KAZHE,17522.4,Kolkata
0455-ENTCR,17537.1,Chandigarh
8944-AILEF,17551.8,Delhi
5542-NKVRU,17566.5,Noida
7126-RBHSD,17581.2,Delhi
5370-IIVVL,17595.9,Chennai
6789-HJBWG,17610.6,Kolkata
3927-NLNRY,17625.3,Chandigarh
9087-EYCPR,17640,Delhi
6791-YBNAK,17654.7,Noida
6358-LYNGM,17669.4,Delhi
6077-BDPXA,17684.1,Chennai
0013-MHZWF,17698.8,Kolkata
5494-HECPR,17713.5,Chandigarh
8268-YDIXR,17728.2,Delhi
9824-BEMCV,17742.9,Noida
1373-ORVIZ,17757.6,Delhi
4291-SHSBH,17772.3,Chennai
6980-IMXXE,17787,Kolkata
9866-QEVEE,17801.7,Chandigarh
9897-KXHCM,17816.4,Delhi
0040-HALCW,17831.1,Noida
0784-GTUUK,17845.8,Delhi
7979-CORPM,17860.5,Chennai
2294-DMMUS,17875.2,Kolkata
0872-JCPIB,17889.9,Chandigarh
3055-MJDSB,17904.6,Delhi
9091-WTUUY,17919.3,Noida
1618-CFHME,17934,Delhi
3165-HDOEW,17948.7,Chennai
6581-NQCBA,17963.4,Kolkata
7115-IRDHS,17978.1,Chandigarh
8496-DMZUK,17992.8,Delhi
2040-VZIKE,18007.5,Noida
9068-VPWQQ,18022.2,Delhi
0178-SZBHO,18036.9,Chennai
0384-RVBPI,18051.6,Kolkata
1689-MRZQR,18066.3,Chandigarh
1299-AURJA,18081,Delhi
4525-VZCZG,18095.7,Noida
1543-LLLFT,18110.4,Delhi
5835-BEQEU,18125.1,Chennai
2788-CJQAQ,18139.8,Kolkata
5565-FILXA,18154.5,Chandigarh
0319-QZTCO,18169.2,Delhi
2120-SMPEX,18183.9,Noida
0096-FCPUF,18198.6,Delhi
0668-OGMHD,18213.3,Chennai
5552-ZNFSJ,18228,Kolkata
2223-KAGMX,18242.7,Chandigarh
6507-ZJSUR,18257.4,Delhi
9408-HRXRK,18272.1,Noida
5593-SUAOO,18286.8,Delhi
7321-PKUYW,18301.5,Chennai
2833-SLKDQ,18316.2,Kolkata
6766-HFKLA,18330.9,Chandigarh
7595-EUIVN,18345.6,Delhi
7617-EYGLW,18360.3,Noida
2026-TGDHM,18375,Delhi
9220-ZNKJI,18389.7,Chennai
4030-VPZBD,18404.4,Kolkata
2226-ICFDO,18419.1,Chandigarh
0723-VSOBE,18433.8,Delhi
5529-GIBVH,18448.5,Noida
4187-CINZD,18463.2,Delhi
9992-UJOEL,18477.9,Chennai
4741-WWJQZ,18492.6,Kolkata
6625-UTXEW,18507.3,Chandigarh
6818-WOBHJ,18522,Delhi
6244-BESBM,18536.7,Noida
1004-NOZNR,18551.4,Delhi
1251-STYSZ,18566.1,Chennai
2612-PHGOX,18580.8,Kolkata
2408-TZMJL,18595.5,Chandigarh
8480-PPONV,18610.2,Delhi
8780-IHCRN,18624.9,Noida
4598-ZADCK,18639.6,Delhi
1257-SXUXQ,18654.3,Chennai
9681-KYGYB,18669,Kolkata
7182-OVLBJ,18683.7,Chandigarh
5095-ETBRJ,18698.4,Delhi
7005-CYUIL,18713.1,Noida
4821-WQOYN,18727.8,Delhi
4730-AWNAU,18742.5,Chennai
3452-FLHYD,18757.2,Kolkata
2388-LAESQ,18771.9,Chandigarh
9531-NSBMR,18786.6,Delhi
6260-ONULR,18801.3,Noida
4389-UEFCZ,18816,Delhi
8711-LOBKY,18830.7,Chennai
9134-CEQMF,18845.4,Kolkata
8985-OOPOS,18860.1,Chandigarh
8800-ZKRFW,18874.8,Delhi
2616-FLVQC,18889.5,Noida
9968-FFVVH,18904.2,Delhi
3108-PCCGG,18918.9,Chennai
7993-PYKOF,18933.6,Kolkata
8390-FESFV,18948.3,Chandigarh
3022-BEXHZ,18963,Delhi
5027-XWQHA,18977.7,Noida
6248-TKCQV,18992.4,Delhi
6729-GDNGC,19007.1,Chennai
6198-ZFIOJ,19021.8,Kolkata
5989-OMNJE,19036.5,Chandigarh
4566-QVRRW,19051.2,Delhi
1291-CUOCY,19065.9,Noida
9795-SHUHB,19080.6,Delhi
3230-IUALN,19095.3,Chennai
0042-RLHYP,19110,Kolkata
8519-IMDHU,19124.7,Chandigarh
4945-RVMTE,19139.4,Delhi
0201-OAMXR,19154.1,Noida
1866-NXPSP,19168.8,Delhi
3372-KWFBM,19183.5,Chennai
7831-QGOXH,19198.2,Kolkata
6393-WRYZE,19212.9,Chandigarh
3941-XTSKM,19227.6,Delhi
1661-CZBAU,19242.3,Noida
6599-RCLCJ,19257,Delhi
9831-BPFRI,19271.7,Chennai
5158-RIVOP,19286.4,Kolkata
9788-YTFGE,19301.1,Chandigarh
9277-JOOMO,19315.8,Delhi
1907-YLNYW,19330.5,Noida
1725-MIMXW,19345.2,Delhi
8947-YRTDV,19359.9,Chennai
3161-ONRWK,19374.6,Kolkata
0114-RSRRW,19389.3,Chandigarh
4565-NLZBV,19404,Delhi
0031-PVLZI,19418.7,Noida
7206-GZCDC,19433.4,Delhi
6682-VCIXC,19448.1,Chennai
4791-QRGMF,19462.8,Kolkata
6475-VHUIZ,19477.5,Chandigarh
3910-MRQOY,19492.2,Delhi
0661-WCQNQ,19506.9,Noida
7537-RBWEA,19521.6,Delhi
4656-CAURT,19536.3,Chennai
0121-SNYRK,19551,Kolkata
1768-ZAIFU,19565.7,Chandigarh
4671-LXRDQ,19580.4,Delhi
3733-LSYCE,19595.1,Noida
6265-FRMTQ,19609.8,Delhi
1934-SJVJK,19624.5,Chennai
3838-OZURD,19639.2,Kolkata
9269-CQOOL,19653.9,Chandigarh
2017-CCBLH,19668.6,Delhi
7690-KPNCU,19683.3,Noida
0536-BGFMZ,19698,Delhi
2293-IJWPS,19712.7,Chennai
2845-HSJCY,19727.4,Kolkata
5469-NUJUR,19742.1,Chandigarh
1184-PJVDB,19756.8,Delhi
2625-TRCZQ,19771.5,Noida
4102-HLENU,19786.2,Delhi
7266-GSSJX,19800.9,Chennai
7722-VJRQD,19815.6,Kolkata
7073-QETQY,19830.3,Chandigarh
9415-DPEWS,19845,Delhi
5624-RYAMH,19859.7,Noida
0196-JTUQI,19874.4,Delhi
7130-YXBRO,19889.1,Chennai
9272-LSVYH,19903.8,Kolkata
7943-RQCHR,19918.5,Chandigarh
3793-MMFUH,19933.2,Delhi
3249-ZPQRG,19947.9,Noida
2568-BRGYX,19962.6,Delhi
3084-DOWLE,19977.3,Chennai
1084-MNSMJ,19992,Kolkata
7721-JXEAW,20006.7,Chandigarh
7249-WBIYX,20021.4,Delhi
4238-HFHSN,20036.1,Noida
6250-CGGUN,20050.8,Delhi
5478-JJVZK,20065.5,Chennai
7596-IIWYC,20080.2,Kolkata
6567-HOOPW,20094.9,Chandigarh
9793-WECQC,20109.6,Delhi
4291-HPAXL,20124.3,Noida
8999-YPYBV,20139,Delhi
1839-FBNFR,20153.7,Chennai
3164-AALRN,20168.4,Kolkata
3071-MVJCD,20183.1,Chandigarh
1697-BCSHV,20197.8,Delhi
0562-KBDVM,20212.5,Noida
1131-SUEKT,20227.2,Delhi
3717-OEAUQ,20241.9,Chennai
4538-WNTMJ,20256.6,Kolkata
3334-CTHOL,20271.3,Chandigarh
4704-ERYFC,20286,Delhi
9432-RUVSL,20300.7,Noida
8060-HIWJJ,20315.4,Delhi
7684-XSZIY,20330.1,Chennai
9089-UOWJG,20344.8,Kolkata
8621-MNIHH,20359.5,Chandigarh
8039-ACLPL,20374.2,Delhi
9885-AIBVB,20388.9,Noida
1934-MKPXS,20403.6,Delhi
2592-YKDIF,20418.3,Chennai
2272-JKMSI,20433,Kolkata
0471-LVHGK,20447.7,Chandigarh
9518-RWHZL,20462.4,Delhi
8714-CTZJW,20477.1,Noida
3569-EDBPQ,20491.8,Delhi
3131-NWVFJ,20506.5,Chennai
7521-YXVZY,20521.2,Kolkata
5419-CONWX,20535.9,Chandigarh
6240-EURKS,20550.6,Delhi
2373-NTKOD,20565.3,Noida
1970-KKFWL,20580,Delhi
6960-HVYXR,20594.7,Chennai
9337-SRRNI,20609.4,Kolkata
0895-UADGO,20624.1,Chandigarh
5678-VFNEQ,20638.8,Delhi
5977-CKHON,20653.5,Noida
7024-OHCCK,20668.2,Delhi
2692-BUCFV,20682.9,Chennai
7861-UVUFT,20697.6,Kolkata
1830-GGFNM,20712.3,Chandigarh
5302-BDJNT,20727,Delhi
5223-UZAVK,20741.7,Noida
4859-ZSRDZ,20756.4,Delhi
5651-WYIPH,20771.1,Chennai
9350-VLHMB,20785.8,Kolkata
3498-LZGQZ,20800.5,Chandigarh
8785-CJSHH,20815.2,Delhi
5357-TZHPP,20829.9,Noida
3870-SPZSI,20844.6,Delhi
0680-DFNNY,20859.3,Chennai
7560-QRBXH,20874,Kolkata
7077-XJMET,20888.7,Chandigarh
8752-GHJFU,20903.4,Delhi
6896-SRVYQ,20918.1,Noida
7767-UXAGJ,20932.8,Delhi
4652-ODEVH,20947.5,Chennai
6510-UPNKS,20962.2,Kolkata
6718-BDGHG,20976.9,Chandigarh
9046-DQMTP,20991.6,Delhi
6439-LAJXL,21006.3,Noida
1571-SAVHK,21021,Delhi
9052-VKDUW,21035.7,Chennai
9546-CQJSU,21050.4,Kolkata
1666-JZPZT,21065.1,Chandigarh
5777-KJIRB,21079.8,Delhi
0506-LVNGN,21094.5,Noida
7677-SJJJK,21109.2,Delhi
2480-EJWYP,21123.9,Chennai
3253-HKOKL,21138.6,Kolkata
7055-HNEOJ,21153.3,Chandigarh
5514-YQENT,21168,Delhi
3211-AAPKX,21182.7,Noida
8445-DNBAE,21197.4,Delhi
2951-QOQTK,21212.1,Chennai
2958-NHPPS,21226.8,Kolkata
6806-YDEUL,21241.5,Chandigarh
1735-XMJVH,21256.2,Delhi
6890-PFRQX,21270.9,Noida
0222-CNVPT,21285.6,Delhi
5899-OUVKV,21300.3,Chennai
8681-ICONS,21315,Kolkata
1621-YNCJH,21329.7,Chandigarh
3473-XIIIT,21344.4,Delhi
6362-QHAFM,21359.1,Noida
7893-IXHRQ,21373.8,Delhi
3070-BDOQC,21388.5,Chennai
2952-QAYZF,21403.2,Kolkata
6234-PFPXL,21417.9,Chandigarh
9824-QCJPK,21432.6,Delhi
4763-PGDPO,21447.3,Noida
4283-IVYCI,21462,Delhi
